id	reason
ISL1_chr5:51382751-51383709_ISM_run-1_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-3_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-6_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-7_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-9_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-11_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-12_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-13_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-18_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-25_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-26_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-27_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-28_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-29_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-33_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-35_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-36_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-37_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-39_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-40_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-41_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-43_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-45_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-46_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-47_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-49_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-50_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-52_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-53_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-54_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-55_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-58_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-60_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-64_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-66_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-69_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-70_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-75_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-76_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-77_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-79_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-81_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-82_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-85_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-90_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-91_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-93_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-94_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-95_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-97_target-10.88_1	edit_overlaps_exon
ISL1_chr5:51382751-51383709_ISM_run-98_target-10.88_1	edit_overlaps_exon
