id	start	end	attribution	p-value	annotation
ISL1_chr5:51382751-51383709_ref_sequence	1011	1032	0.4978787141119153	0.043176336507576706	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51382751-51383709_ref_sequence	1070	1090	0.49373409582390293	0.023286918850190005	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-1_target-10.88_pos-1080_flanks-10_1	1011	1032	0.574440550411801	0.013765643027578588	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-1_target-10.88_pos-1080_flanks-10_1	1025	1045	0.36114746149604227	0.04752480484794112	NFYB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-1_target-10.88_pos-1080_flanks-10_1	1066	1080	0.5003935982623644	0.043699305126661536	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-1_target-10.88_pos-1080_flanks-10_1	1070	1092	0.9123017163903941	0.00044363593236918745	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-2_target-10.88_pos-1080_flanks-10_1	1010	1032	0.5533985754908111	0.034295396064981803	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-2_target-10.88_pos-1080_flanks-10_1	1025	1046	0.4500785107422326	0.03622596365411942	NFYB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-2_target-10.88_pos-1080_flanks-10_1	1053	1067	0.2507274540960931	0.014561952930166754	SP2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-2_target-10.88_pos-1080_flanks-10_1	1059	1075	0.4751267088988427	0.04189427397225607	SP2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-2_target-10.88_pos-1080_flanks-10_1	1065	1092	1.2670760232953788	0.02386961400222028	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-3_target-10.88_pos-1080_flanks-10_1	1007	1021	0.3335257947943389	0.04422807490624591	CEBPB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-3_target-10.88_pos-1080_flanks-10_1	1012	1032	0.5006956781135913	0.025078705980445523	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-3_target-10.88_pos-1080_flanks-10_1	1031	1045	0.2780473299206264	0.03367401438151978	NFYB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-3_target-10.88_pos-1080_flanks-10_1	1070	1097	0.967408719253825	0.00669463033752376	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-4_target-10.88_pos-1080_flanks-10_1	1011	1031	0.47899658549132396	0.01628190555573955	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-4_target-10.88_pos-1080_flanks-10_1	1030	1045	0.31969415612926233	0.046402117074289324	NFYB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-4_target-10.88_pos-1080_flanks-10_1	1069	1097	0.928991131335535	0.04189427397225607	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-5_target-10.88_pos-1080_flanks-10_1	1007	1021	0.41071457547463386	0.043176336507576706	CEBPB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-5_target-10.88_pos-1080_flanks-10_1	1011	1032	0.662898818176763	0.013508907775316284	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-5_target-10.88_pos-1080_flanks-10_1	1026	1046	0.43854512681959834	0.021357696834505002	NFYB_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_ISM_run-5_target-10.88_pos-1080_flanks-10_1	1058	1073	0.47933219641965574	0.044494709286481283	HNF4G_MA0484.1
ISL1_chr5:51392398-51392614_ISM_run-5_target-10.88_pos-1080_flanks-10_1	1063	1098	1.5151013967707103	0.012365215564996713	NDF2_MOUSE.H11MO.0.A
