id	start	end	attribution	p-value	annotation
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_1	999	1013	0.5875087848837796	0.04419187753620657	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_1	1013	1029	0.7966390845627177	0.03152309612983972	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_1	1072	1087	0.8142284214118058	0.04003497080267726	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_1	1080	1097	1.1930786311425834	0.011630199093237259	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_10	997	1014	0.7543620507207359	0.027350680070965194	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_10	1013	1029	0.9531852680529869	0.0055967941022309065	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_10	1072	1097	1.567819146114295	0.0369502820758123	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_2	971	987	-0.07643832350651666	0.002166965810090571	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_2	998	1013	0.6846060542357464	0.034709902096066725	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_2	1013	1030	0.8947632231141107	0.021157763322163348	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_2	1072	1097	1.7470288549801056	0.02032091026775862	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_2	1143	1157	-0.05962386634756456	0.027633775590891196	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_3	1013	1030	0.9014270490940419	0.023077430635740637	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_3	1080	1097	1.22718429598326	0.011122845268098258	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_4	971	985	-0.030728040170557455	0.005531314734009141	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_4	997	1013	0.6444178296053558	0.03957224521979441	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_4	1013	1030	0.8997985100756621	0.014252251657811854	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_4	1072	1098	1.6431595555155765	0.023540233017639745	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_4	1146	1160	-0.08081402000337157	0.030146767155887932	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_5	970	985	-0.03199115828915225	0.010543888937697088	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_5	1013	1030	0.9534497564213202	0.013962809645836405	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_5	1073	1097	1.5161264781721533	0.028976936723833613	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_5	1142	1158	-0.0691211684137949	0.025612863544497988	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_5	1158	1172	-0.04792544077712524	0.03964941569281544	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_6	970	985	-0.046205085497557294	0.008536531979158712	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_6	1013	1029	0.8108267616329679	0.01900584795321625	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_6	1072	1098	1.6459454406955234	0.025576581904199758	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_6	1145	1159	-0.07499743026097505	0.02600825937966189	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_7	997	1014	0.6965705864710036	0.042446941323349474	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_7	1013	1030	0.9703206752424253	0.013437150929757724	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_7	1072	1097	1.7826846909704446	0.021785787286223046	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	971	986	-0.04225115626144043	0.00194808037472749	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	997	1011	0.6287620709511231	0.03209803535055078	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	1013	1030	1.011831964694979	0.009560417898677454	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	1046	1060	0.6078861706195422	0.042693343846511356	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	1072	1087	0.8393211231587001	0.02560336482291692	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	1080	1097	1.1805596022726785	0.011684949240299725	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_8	1143	1157	-0.06864976648821575	0.024822071874170293	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_9	938	957	-0.16539712188020947	0.0006296272172613415	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_9	970	984	-0.018451315614261443	0.015756534003258604	HNF4G_MA0484.1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_9	998	1012	0.585092696258858	0.04663578421710102	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_9	1013	1029	0.7586165709235174	0.030830391607005403	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_9	1072	1097	1.6067920685034296	0.02381276827688894	RFX6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-10.88_9	1144	1159	-0.09115197751975224	0.018869167911425566	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_1	937	953	-0.07446704974871293	0.02414111238027694	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_1	1127	1142	-0.08073641458632985	0.025474899731144807	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_10	938	953	-0.10482918114116896	0.005997460928946263	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_2	938	953	-0.09050303464879023	0.010462723810354402	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_3	938	953	-0.09024332948512179	0.01751083482904725	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_3	1129	1143	-0.05524527392837797	0.04281258237412633	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_4	938	953	-0.08175412865042514	0.018189379678672957	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_5	938	952	-0.07401584795598853	0.020516549869978418	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_6	937	953	-0.10294183404166635	0.009577365785074399	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_6	1129	1143	-0.07159068375510758	0.03237852561285759	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_7	938	954	-0.09780712324445483	0.013772954924868963	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_8	939	954	-0.08909260198640791	0.018386376570499796	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-5.87_9	938	953	-0.08446849401156482	0.018386376570499796	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_1	970	986	-0.07133260563417017	0.007226957209377938	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_1	1129	1143	-0.05496672234658795	0.02697478253228469	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_10	970	984	0.02357292938917295	0.023064757051219797	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_2	970	985	-0.04509497856528011	0.02697478253228469	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_2	1128	1142	-0.053267780800226094	0.03689012296707406	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_3	970	984	-0.04452054231786989	0.035871188823471734	HNF4G_MA0484.1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_4	938	954	-0.13406544613356916	0.002605354002471305	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_4	1129	1143	-0.07892549251933456	0.01553026974781968	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_6	938	954	-0.11585645381743111	0.005778575493583071	TAL1_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_6	970	985	-0.05778161891907563	0.02600825937966189	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_7	1129	1144	-0.07350458643819957	0.02088167053363943	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_8	1129	1144	-0.08659516973539483	0.010543888937697088	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-6.42_9	1128	1142	-0.061952216115189196	0.03629512098373411	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_1	970	985	-0.012931199905811541	0.0041736227045008345	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_1	1014	1029	0.6669564810697347	0.029642487565514575	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_10	970	987	-0.11897687432371779	0.0011064826867993593	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_2	970	986	-0.020455241673036917	0.012093184828153247	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_3	971	987	-0.06281094211985483	0.009884895879090694	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_3	1014	1029	0.6504381014851821	0.027350680070965194	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_3	1129	1143	-0.056555147595623634	0.04011071083383999	FOXD2_forkhead_1
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_4	971	986	-0.03577499047695043	0.013264457383002304	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_5	971	986	-0.0327305821934889	0.008054984021359846	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_5	1014	1028	0.5802293897865078	0.04663578421710102	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_7	970	985	-0.023713172780012226	0.010368157455402094	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_8	970	986	-0.06377102396518897	0.003538939186691681	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-10_target-7.64_9	1013	1027	0.5835459390773707	0.04541255649763987	FOXA2_HUMAN.H11MO.0.A
ISL1_chr5:51392398-51392614_Ledidi_run-1_target-10.88_1	943	959	0.7341705809690421	0.017839542676916675	ETV6_MOUSE.H11MO.0.C
ISL1_chr5:51392398-51392614_Ledidi_run-1_target-10.88_1	969	985	0.762256935664169	0.027350680070965194	HNF4G_MA0484.1
ISL1_chr5:51392398-51392614_Ledidi_run-1_target-10.88_1	997	1016	1.101080068802931	0.007251582007868684	FOXA2_HUMAN.H11MO.0.A
